id,d_age_i,gen,d_edu_c_o,d_marital_c_u,d_chdn_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,f_cmpt_c_o,f_hnst_c_o,f_best_int_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,Country
3746,40,1,1,0,1,0,0,1,1,3,,,,,,,,,,,2,2,1,-1,2,1,-1,2,-1,-1,1,2,1,2,2,0,1,0,2,1,1,1,1,0,0,Ghana
3747,40,1,2,1,1,0,0,1,1,2,0,,,,,,,,,,2,2,2,2,2,2,1,-2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,Ghana
3748,40,1,2,1,2,1,1,1,1,1,,,,,,,,,,,2,2,1,1,2,1,2,,2,1,1,2,2,2,2,-2,0,-2,1,1,2,2,2,1,2,Ghana
3749,40,1,2,1,2,1,1,1,1,1,,,,,,,,,,,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,-2,0,-2,1,1,2,2,2,1,2,Ghana
3750,40,1,2,1,2,1,0,1,1,2,0,,,,,,,,,,2,2,2,2,2,2,2,2,2,0,1,2,2,1,2,1,-2,1,2,2,2,2,2,2,2,Ghana
3751,40,1,2,2,0,0,0,1,0,,,,,,,,,,,,0,0,2,1,2,1,0,1,2,0,0,2,1,0,1,0,2,1,1,0,1,1,2,1,0,Ghana
3752,40,1,2,2,1,1,0,2,0,,,,,,,,,,,,-1,-1,-2,0,-2,-2,-1,-2,-2,-1,-1,-2,-2,-2,-2,0,0,-1,-1,0,-1,-1,-2,-1,1,Ghana
3753,40,1,2,2,1,1,1,1,1,2,0,,,,,,,,,,2,2,2,-2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,-1,2,2,1,2,2,2,Ghana
3754,40,1,2,2,1,0,0,1,1,2,0,,,,,,,,,,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,1,1,1,1,1,0,1,Ghana
3755,40,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana
3756,40,1,2,2,2,0,0,1,1,2,0,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,-2,2,0,2,2,2,2,2,2,2,Ghana
3757,40,1,2,2,2,1,0,1,0,,,,,,,,,,,,2,2,2,0,2,1,0,-1,0,-1,1,2,2,2,2,2,2,1,-1,-1,-1,0,2,2,2,Ghana
3758,40,1,2,2,2,1,1,1,1,2,0,,,,,,,,,,2,2,1,0,2,2,2,2,1,0,1,2,1,1,1,-1,-1,-2,2,2,2,1,1,1,2,Ghana
3759,40,1,2,2,2,1,1,1,1,2,0,,,,,,,,,,2,2,2,-1,2,1,-1,1,2,-2,2,2,2,1,2,-1,2,0,1,0,-1,-2,2,2,2,Ghana
3760,40,1,2,2,2,0,1,1,1,2,2,,,,,,,,,,-1,0,0,-1,-1,1,-1,-2,1,1,0,2,0,2,2,1,-2,-2,0,0,1,0,-2,-2,0,Ghana
3761,40,1,2,2,2,0,1,1,1,2,1,,,,,,,,,,0,1,2,2,1,1,-1,2,-2,0,1,2,1,2,2,-1,2,2,1,0,0,1,1,-1,-1,Ghana
3762,40,1,2,2,2,1,0,1,0,,,,,,,,,,,,1,1,1,1,1,0,0,0,1,-1,-1,-2,0,-2,-2,-2,-2,-2,-2,0,-1,-1,1,1,2,Ghana
3763,40,1,2,2,2,1,0,1,1,1,,,,,,,,,,,2,1,1,0,2,2,0,2,2,2,1,2,0,1,2,1,2,0,2,0,0,2,2,1,1,Ghana
3764,40,1,2,0,2,1,1,1,1,2,0,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,1,2,1,2,2,-1,2,-1,1,2,2,1,2,2,1,Ghana
3765,40,1,2,2,2,0,1,0,0,,,,,,,,,,,,1,1,1,1,2,2,0,2,2,1,1,2,1,0,1,-2,1,-1,2,1,0,2,1,1,1,Ghana
3766,40,1,2,2,2,1,1,1,1,2,0,,,,,,,,,,1,1,1,1,2,1,1,-1,1,1,0,2,1,2,2,1,2,-1,2,2,2,-1,1,1,1,Ghana
3767,40,1,2,2,2,1,1,1,1,1,,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,1,2,2,-1,2,-2,1,2,2,1,1,-1,2,2,2,Ghana
3768,40,1,2,2,2,1,0,1,1,2,1,,,,,,,,,,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,-1,1,1,2,1,1,1,1,1,2,Ghana
3769,40,1,2,2,2,1,0,1,1,2,1,,,,,,,,,,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,-2,1,1,1,1,1,1,1,1,1,Ghana
3770,40,1,2,2,2,1,2,0,0,,,,,,,,,,,,1,2,2,1,1,-2,-2,1,1,2,-2,2,-2,2,2,0,2,-2,-1,-2,-2,-1,1,-2,-2,Ghana
3771,40,1,2,2,2,1,1,1,1,2,1,,,,,,,,,,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,-1,1,1,2,1,1,1,2,2,2,Ghana
3772,40,1,2,2,1,1,0,1,1,1,,,,,,,,,,,1,-1,1,-1,2,1,1,1,2,1,-1,2,0,2,2,-1,2,0,1,1,0,1,2,1,1,Ghana
3773,40,1,2,2,1,1,0,1,1,1,,,,,,,,,,,2,2,1,0,2,1,1,1,1,-2,1,2,1,2,2,2,-1,-2,-2,1,1,1,2,2,-1,Ghana
3774,40,1,2,2,2,0,0,1,1,1,,,,,,,,,,,1,1,1,-1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,-2,-2,-1,-1,-2,Ghana
3775,40,1,2,0,1,0,0,1,0,,,,,,,,,,,,1,0,0,1,2,2,-1,2,1,1,1,2,2,2,2,0,1,0,1,2,2,1,1,1,1,Ghana
3776,40,1,0,2,2,2,0,2,1,3,,,,,,,,,,,1,0,1,0,2,-1,-1,-2,-1,0,1,2,-1,1,0,0,1,1,-1,0,-2,-1,1,1,0,Ghana
3777,40,,0,2,2,0,0,1,1,2,0,,,,,,,,,,1,1,1,1,2,-1,-2,1,-1,-1,2,2,1,2,2,1,2,2,-1,-1,-2,1,2,1,1,Ghana
3778,40,,0,2,2,2,0,1,0,,,,,,,,,,,,2,2,2,1,2,1,0,1,1,-1,2,2,2,1,1,1,1,1,0,0,0,1,1,1,2,Ghana
3779,40,,0,2,2,1,2,1,1,2,0,,,,,,,,,,1,2,2,1,2,1,1,-2,1,1,1,2,2,2,2,2,1,1,-2,-2,1,-2,-1,-2,-1,Ghana
3780,40,,1,1,1,0,1,1,1,2,2,,,,,,,,,,1,1,2,-1,2,1,1,0,2,1,1,2,1,2,2,-2,-1,1,0,0,0,1,2,2,1,Ghana
3781,40,,1,1,,1,0,1,0,,,,,,,,,,,,1,1,1,1,2,,1,1,2,-1,-2,2,1,2,1,-2,-1,2,1,1,2,-1,2,2,1,Ghana
3782,40,,1,2,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana
3783,40,,1,0,1,1,1,1,1,3,,,,,,,,,,,2,2,2,-2,2,1,1,2,2,2,1,2,2,2,2,-1,2,1,2,2,2,1,2,1,2,Ghana
3784,40,,1,0,2,1,0,1,1,1,,,,,,,,,,,-1,-1,1,0,1,0,-1,1,-1,1,1,1,1,1,2,0,0,-1,-1,-1,0,-1,2,1,1,Ghana
3785,40,,2,2,1,1,2,1,0,,,,,,,,,,,,1,0,-1,-1,-2,-2,-2,2,-2,0,0,-2,-2,-2,-2,0,-2,-2,0,0,-1,0,-2,1,2,Ghana
3786,40,,2,2,1,1,1,1,1,2,0,,,,,,,,,,2,-1,1,-1,2,1,0,2,1,0,2,2,2,-1,2,-2,1,1,2,-1,-1,2,1,1,2,Ghana
3787,40,,2,2,2,1,0,1,0,,,,,,,,,,,,1,-2,2,2,2,2,-2,2,-2,2,2,2,2,2,2,2,-2,2,-2,-2,-2,-2,2,2,-2,Ghana
3788,40,,2,2,2,1,2,1,2,,,,,,,,,,,,1,1,2,0,2,2,0,2,1,0,0,2,1,2,2,-2,1,0,2,0,1,1,2,1,1,Ghana
3789,40,,2,2,2,1,1,1,0,,,,,,,,,,,,2,-2,2,-2,2,2,-2,2,-2,2,2,2,2,2,2,-2,-2,2,-2,-2,-2,-2,2,-2,-2,Ghana
3790,40,,2,2,2,0,0,0,0,,,,,,,,,,,,1,-2,2,-2,2,1,-2,2,0,0,0,2,0,2,2,0,2,-2,1,1,0,1,1,0,0,Ghana
3791,40,,,,3,1,0,1,0,,,,,,,,,,,,1,-2,1,-2,2,1,-1,1,1,1,2,2,2,2,2,-1,2,2,1,1,1,1,0,1,-1,Ghana
3792,40,,,,3,1,1,1,0,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,-1,-1,2,2,2,2,Ghana
3793,40,,2,2,1,0,0,1,1,2,0,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,2,1,2,2,-1,-2,0,1,0,0,2,2,2,2,Ghana
3794,41,2,0,2,3,0,0,1,1,3,,,,,,,,,,,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,-2,1,2,-2,-2,-2,-2,Ghana
3795,41,2,1,2,1,1,0,1,0,,,,,,,,,,,,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,-1,2,0,2,1,1,2,1,2,2,Ghana
3796,41,2,1,2,1,0,0,1,1,2,0,,,,,,,,,,2,1,2,-1,2,-1,1,2,2,-1,1,2,0,2,2,-2,2,0,0,-2,-2,-1,1,1,2,Ghana
3797,41,2,1,2,1,1,0,1,0,,,,,,,,,,,,1,2,-1,0,2,1,1,2,2,0,1,2,1,2,2,2,2,1,2,1,0,1,1,1,1,Ghana
3798,41,2,1,2,1,1,1,1,1,2,1,,,,,,,,,,1,1,1,1,1,1,1,0,1,-2,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,Ghana
3799,41,2,1,2,2,0,0,1,1,2,0,,,,,,,,,,2,2,1,1,2,1,2,2,2,0,2,2,2,1,1,-2,1,1,1,1,1,2,1,1,2,Ghana
3800,41,2,1,2,2,0,0,1,1,1,,,,,,,,,,,1,2,2,-1,2,2,2,-1,2,2,1,2,-1,2,2,-2,2,0,1,1,0,1,2,2,2,Ghana
3801,41,2,1,2,2,0,0,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,-1,2,2,2,2,2,-2,1,2,2,2,2,1,2,2,2,Ghana
3802,41,2,1,2,2,1,1,1,1,2,2,,,,,,,,,,2,1,2,1,1,2,-1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,Ghana
3803,41,2,1,2,2,0,0,2,0,,,,,,,,,,,,2,1,1,0,2,1,1,-1,1,0,1,2,2,1,1,0,2,1,0,0,0,0,2,-2,1,Ghana
3804,41,2,1,2,3,1,0,0,0,,,,,,,,,,,,1,1,1,1,1,1,1,0,1,1,0,2,0,1,1,1,1,1,1,2,1,1,1,1,0,Ghana
3805,41,2,1,0,2,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,1,-2,,Ghana
3806,41,2,1,0,2,0,0,1,0,,,,,,,,,,,,0,2,-1,2,2,-2,-2,-2,-2,-2,2,2,0,2,2,2,-1,-2,-2,0,1,-2,1,-2,-2,Ghana
3807,41,2,1,0,2,1,0,1,0,,,,,,,,,,,,2,1,2,-1,2,2,0,2,2,2,2,2,2,0,1,0,2,2,1,1,1,1,2,2,2,Ghana
3808,41,2,2,1,1,1,1,1,0,,,,,,,,,,,,2,2,2,-2,2,2,1,2,2,2,2,2,2,2,2,-2,1,2,1,1,1,1,2,2,2,Ghana
3809,41,2,2,2,1,2,2,0,0,,,,,,,,,,,,2,0,0,1,2,2,1,2,2,1,1,2,1,2,2,0,0,0,1,-2,0,0,1,1,2,Ghana
3810,41,2,2,2,1,1,1,1,1,2,0,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,0,1,-2,2,2,2,2,2,2,2,2,2,Ghana
3811,41,2,2,2,2,0,0,1,1,2,0,,,,,,,,,,2,2,2,-2,2,1,1,0,1,0,1,2,2,1,1,0,1,0,1,1,1,1,1,1,2,Ghana
3812,41,2,2,2,2,1,0,1,1,2,0,,,,,,,,,,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,-1,2,-1,1,2,2,1,2,2,2,Ghana
3813,41,2,2,2,2,1,0,1,1,1,,,,,,,,,,,2,1,2,-2,2,2,-2,1,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,Ghana
3814,41,2,2,2,2,0,0,1,0,,,,,,,,,,,,1,2,1,-2,2,-1,-2,2,-2,-2,2,2,0,1,1,-2,2,-2,0,0,2,0,-2,-2,-2,Ghana
3815,41,2,2,2,2,0,0,1,0,,,,,,,,,,,,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,0,1,1,1,1,1,1,1,1,2,Ghana
3816,41,2,2,2,2,0,0,1,1,1,,,,,,,,,,,2,1,1,2,2,2,0,2,0,0,1,2,1,1,2,1,2,1,2,1,1,2,1,0,-1,Ghana
3817,41,2,2,2,2,0,1,1,1,2,1,,,,,,,,,,1,0,1,1,2,0,-1,-2,-2,-1,1,2,1,-2,-2,-1,-2,-1,-1,-1,-1,-1,2,-1,-1,Ghana
3818,41,2,2,2,3,0,0,1,2,,,,,,,,,,,,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,Ghana
3819,41,2,2,2,3,2,1,1,1,1,,,,,,,,,,,1,2,2,2,2,2,1,-2,1,1,1,2,2,2,2,2,2,2,0,1,0,2,1,1,0,Ghana
3820,41,2,2,2,3,1,1,1,1,2,0,,,,,,,,,,-2,-2,2,1,2,-2,-2,-2,-2,-2,1,2,-1,2,2,1,2,-2,-2,-2,-2,-2,-2,-2,-2,Ghana
3821,41,2,2,2,2,1,1,0,0,,,,,,,,,,,,2,0,2,1,2,0,0,-1,-1,0,0,2,0,-1,1,-1,1,1,0,0,0,0,2,-1,1,Ghana
3822,41,1,0,1,0,1,1,1,1,3,,,,,,,,,,,-1,1,1,0,2,0,0,1,0,-1,2,2,1,2,2,1,0,1,0,0,0,0,-1,-1,-1,Ghana
3823,41,1,0,2,1,0,1,1,1,1,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,-1,2,1,2,1,2,2,2,2,1,Ghana
3824,41,1,0,2,1,2,1,1,1,1,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,Ghana
3825,41,1,0,2,2,0,0,1,0,,,,,,,,,,,,2,1,1,-2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,Ghana
3826,41,1,0,2,2,1,0,1,0,,,,,,,,,,,,2,1,-1,1,2,2,2,2,2,2,2,2,1,2,2,-1,2,-2,2,2,2,2,2,2,1,Ghana
3827,41,1,0,0,2,1,1,1,1,1,,,,,,,,,,,0,0,0,0,2,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,2,-2,-1,-2,0,0,-2,0,Ghana
3828,41,1,1,2,1,0,1,0,1,2,0,,,,,,,,,,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,-2,-1,-1,1,1,1,1,1,1,1,Ghana
3829,41,1,1,2,1,0,0,1,0,,,,,,,,,,,,2,0,1,-2,2,2,-1,2,2,0,2,2,2,2,2,1,2,2,1,0,2,1,1,1,1,Ghana
3830,41,1,1,2,1,1,0,1,1,3,,,,,,,,,,,2,2,2,-1,2,1,1,1,2,2,1,2,1,2,2,-1,1,1,1,1,2,1,2,2,1,Ghana
3831,41,1,1,2,1,1,2,2,2,,,,,,,,,,,,2,1,2,-2,-2,2,-1,-2,2,2,2,2,2,2,2,1,2,-2,-2,2,2,-2,2,1,-2,Ghana
3832,41,1,1,2,1,1,1,1,1,2,0,,,,,,,,,,2,2,2,1,2,0,-2,-2,-1,0,2,2,2,2,2,-2,2,1,1,1,1,1,2,2,0,Ghana
3833,41,1,1,2,1,1,1,1,1,2,0,,,,,,,,,,2,2,2,1,2,1,2,2,2,1,1,2,2,1,1,-2,2,2,2,2,2,2,2,2,2,Ghana
3834,41,1,1,2,1,1,1,1,1,1,,,,,,,,,,,1,1,1,1,2,1,1,1,1,0,1,2,1,1,1,0,1,1,1,1,0,1,2,1,1,Ghana
3835,41,1,1,2,1,1,1,1,1,1,,,,,,,,,,,2,2,2,1,2,1,1,1,1,0,0,2,1,2,2,-1,1,2,1,1,1,1,2,1,1,Ghana
3836,41,1,1,2,1,1,1,1,1,1,,,,,,,,,,,2,2,2,1,2,2,1,1,1,0,1,2,1,2,2,-1,1,1,1,1,0,1,2,1,1,Ghana
3837,41,1,1,2,2,0,0,0,0,,,,,,,,,,,,2,0,1,0,2,1,0,-2,1,1,1,2,1,1,1,0,1,1,-2,2,2,-2,1,1,0,Ghana
3838,41,1,1,2,2,1,0,1,0,,,,,,,,,,,,2,2,2,2,1,2,2,-2,-2,2,2,2,2,2,2,-2,-2,2,1,1,2,-1,2,2,2,Ghana
3839,41,1,1,2,2,1,1,1,1,2,2,,,,,,,,,,2,2,2,1,2,2,-1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,Ghana
3840,41,1,1,2,2,1,0,1,0,,,,,,,,,,,,2,0,0,1,2,1,-1,0,1,-2,0,2,0,2,2,1,2,-1,0,1,1,0,2,0,0,Ghana
3841,41,1,1,2,2,1,1,1,1,2,1,,,,,,,,,,1,1,1,-1,1,2,1,1,1,0,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,Ghana
3842,41,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,Ghana
3843,41,1,1,0,3,0,1,1,1,2,0,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,Ghana
3844,41,1,2,2,0,1,0,1,1,1,,,,,,,,,,,1,1,2,2,2,1,-1,1,0,-1,1,2,1,-2,0,-2,2,0,2,-1,-1,1,2,2,1,Ghana
3845,41,1,2,2,1,2,1,1,1,1,,,,,,,,,,,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,-1,1,0,1,1,1,2,1,1,1,Ghana
3846,41,1,2,2,1,0,1,1,0,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,-1,-2,-1,2,2,2,2,2,2,2,Ghana
3847,41,1,2,2,1,0,1,1,1,2,0,,,,,,,,,,1,-1,1,0,2,1,-1,1,2,0,-1,2,0,-2,-2,-2,-1,1,-2,-2,2,-2,2,2,1,Ghana
3848,41,1,2,2,1,0,1,1,1,2,0,,,,,,,,,,2,2,2,0,0,1,1,2,2,1,1,2,1,2,2,0,0,-2,1,1,1,2,2,2,2,Ghana
3849,41,1,2,2,2,0,1,1,1,2,1,,,,,,,,,,0,2,1,0,2,-1,-2,0,-1,0,-1,2,1,2,2,-1,2,0,0,1,1,2,1,1,1,Ghana
3850,41,1,2,2,2,2,1,1,1,2,0,,,,,,,,,,2,2,1,2,2,1,-1,2,2,-2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,Ghana
3851,41,1,2,2,2,1,0,1,0,,,,,,,,,,,,1,2,2,0,2,-1,-1,1,1,1,1,2,1,2,2,1,1,1,0,0,0,2,-2,-2,1,Ghana
3852,41,1,2,2,2,1,1,1,1,2,0,,,,,,,,,,2,2,2,0,2,2,1,2,2,0,2,2,2,2,2,-1,1,1,2,-1,0,2,2,2,2,Ghana
3853,41,1,2,2,2,1,1,1,1,2,1,,,,,,,,,,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,-2,2,0,2,2,2,2,1,1,2,Ghana
3854,41,1,2,2,2,1,1,1,1,1,,,,,,,,,,,0,1,0,0,0,1,-1,1,-2,0,0,1,1,1,1,-2,1,-2,2,2,-1,2,0,0,0,Ghana
3855,41,1,2,2,2,1,0,1,1,2,0,,,,,,,,,,1,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,-1,2,0,2,2,2,2,2,2,0,Ghana
3856,41,1,2,2,2,1,0,1,1,1,,,,,,,,,,,0,-1,1,-1,2,1,-2,1,2,1,1,1,1,1,1,-1,0,-2,1,-2,-2,1,1,1,1,Ghana
3857,41,1,2,2,2,1,1,1,1,2,0,,,,,,,,,,2,1,1,1,2,2,2,2,2,0,2,2,2,2,2,0,2,0,1,2,2,2,1,1,2,Ghana
3858,41,1,2,2,2,1,1,1,1,1,,,,,,,,,,,1,-2,-1,2,2,1,-2,2,-2,0,1,2,1,2,2,-2,-2,-2,0,-2,-2,-1,0,-1,1,Ghana
3859,41,1,2,2,3,1,1,1,1,1,,,,,,,,,,,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,0,1,1,1,1,1,1,2,2,1,Ghana
3860,41,1,2,0,0,0,0,0,0,,,,,,,,,,,,1,0,2,-1,2,1,1,1,0,-1,1,2,0,1,2,2,0,1,-1,1,1,1,1,1,1,Ghana
3861,41,1,2,0,0,0,0,1,0,,,,,,,,,,,,1,1,2,-1,2,1,0,-1,0,-1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,-1,Ghana
3862,41,1,2,2,1,1,0,1,1,1,,,,,,,,,,,-1,2,2,1,2,1,-2,1,-2,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,Ghana
3863,41,1,2,2,1,1,0,1,0,,,,,,,,,,,,1,0,2,0,2,-1,0,0,0,0,1,2,1,2,2,1,1,1,-2,0,2,-2,0,0,1,Ghana
3864,41,1,2,2,2,1,1,1,1,2,0,,,,,,,,,,2,2,2,-1,2,1,-1,1,0,1,1,2,1,2,2,0,0,1,1,-1,0,2,2,2,2,Ghana
3865,41,1,2,2,2,0,0,1,0,,,,,,,,,,,,1,1,1,1,2,1,0,2,1,0,2,2,1,2,2,1,2,-1,2,-1,1,2,1,1,1,Ghana
3866,41,1,2,2,3,0,0,1,0,,,,,,,,,,,,2,2,2,-2,2,1,1,2,1,1,1,2,0,0,-1,-1,0,1,2,1,1,1,2,2,1,Ghana
3867,41,1,2,2,2,1,2,1,1,1,,,,,,,,,,,1,2,2,-2,2,1,0,0,0,-1,1,2,1,2,2,1,1,2,1,1,1,0,1,0,0,Ghana
3868,41,1,2,2,2,0,0,1,0,,,,,,,,,,,,1,1,-1,0,-1,1,-1,1,1,0,0,1,0,0,0,-1,1,-2,0,1,1,0,1,1,0,Ghana
3869,41,1,2,2,2,0,0,1,1,2,0,,,,,,,,,,0,-1,-1,0,0,0,-2,2,1,0,1,1,0,1,1,0,1,-1,1,0,1,1,1,1,0,Ghana
3870,41,,0,2,0,0,1,2,0,,,,,,,,,,,,-1,1,1,0,2,1,0,-2,1,-2,2,2,2,2,2,0,0,2,0,0,2,1,1,-2,-1,Ghana
3871,41,,0,2,2,0,0,0,0,,,,,,,,,,,,2,2,2,2,2,2,2,-2,-2,-1,2,2,2,0,1,0,-2,-2,-2,-1,1,-2,0,-2,0,Ghana
3872,41,,0,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana
3873,41,,1,2,1,1,0,1,0,,,,,,,,,,,,-2,-1,1,0,0,0,-2,1,-2,0,-2,2,0,2,2,1,-1,-1,-1,-2,-2,-2,0,-2,-2,Ghana
3874,41,,1,2,2,1,2,2,2,,,,,,,,,,,,2,1,2,2,2,2,-2,2,2,0,-1,2,1,2,2,1,1,-2,-1,-2,-2,0,2,-2,-1,Ghana
3875,41,,1,2,2,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,Ghana
3876,41,,1,2,2,1,1,1,1,2,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,-2,2,2,1,1,1,2,2,2,2,Ghana
3877,41,,2,2,1,1,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana
3878,41,,2,2,1,1,0,1,1,1,,,,,,,,,,,1,1,1,-1,2,1,1,2,2,1,1,2,2,1,1,1,1,-2,1,1,0,1,2,1,1,Ghana
3879,41,,2,2,2,1,0,1,0,,,,,,,,,,,,2,1,,,2,,1,2,1,0,2,2,1,,2,,2,0,2,2,0,2,2,2,0,Ghana
3880,41,,2,2,2,1,1,1,1,2,0,,,,,,,,,,2,1,1,1,2,2,2,2,2,0,2,2,2,2,2,0,2,0,1,2,2,2,1,1,2,Ghana
3881,41,,2,0,1,0,0,1,0,,,,,,,,,,,,2,2,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,Ghana
3882,42,2,0,2,2,0,0,1,1,1,,,,,,,,,,,0,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,0,0,2,-1,-1,2,0,0,1,Ghana
3883,42,2,1,1,0,1,0,1,1,1,,,,,,,,,,,2,1,2,-1,2,1,1,1,2,1,1,2,1,2,2,-2,2,-1,1,2,2,2,2,1,2,Ghana
3884,42,2,1,1,1,1,1,1,1,3,,,,,,,,,,,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,Ghana
3885,42,2,1,2,1,0,0,1,0,,,,,,,,,,,,-1,-1,-1,-1,2,2,-1,2,1,1,0,2,1,2,2,2,1,-1,2,1,1,2,1,-2,-1,Ghana
3886,42,2,1,2,1,1,1,1,1,1,,,,,,,,,,,1,2,2,1,2,1,1,2,2,1,0,2,1,2,2,0,2,2,1,1,1,2,1,1,1,Ghana
3887,42,2,1,2,2,0,0,1,0,,,,,,,,,,,,1,1,2,-1,2,1,1,2,1,2,1,2,1,2,2,2,-1,0,2,1,0,1,1,1,0,Ghana
3888,42,2,1,2,2,0,0,1,1,1,,,,,,,,,,,2,2,2,-1,2,1,1,2,0,2,0,2,2,2,2,-1,0,0,0,0,-1,2,1,1,2,Ghana
3889,42,2,1,2,2,1,0,1,0,,,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,Ghana
3890,42,2,2,2,2,0,0,1,1,2,0,,,,,,,,,,2,1,2,-2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,-1,0,2,2,2,2,Ghana
3891,42,2,2,2,2,1,0,1,0,,,,,,,,,,,,0,2,2,-2,2,1,0,1,1,1,1,2,1,-2,-1,0,-1,-1,1,1,1,1,0,0,0,Ghana
3892,42,2,2,0,1,1,1,1,1,3,,,,,,,,,,,2,2,2,-1,2,2,2,2,2,0,2,2,2,0,0,0,0,0,1,2,2,0,2,2,2,Ghana
3893,42,2,2,1,0,1,0,1,1,1,,,,,,,,,,,1,1,2,1,2,1,-1,1,-1,-1,1,2,1,2,2,1,1,1,1,-1,1,2,2,2,1,Ghana
3894,42,1,0,2,2,1,0,1,1,1,,,,,,,,,,,0,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,0,2,0,0,2,1,1,-2,Ghana
3895,42,1,0,2,2,1,1,1,1,2,0,,,,,,,,,,1,2,2,-2,2,2,-1,2,2,1,2,2,2,2,2,-2,-2,1,1,0,0,1,2,1,1,Ghana
