id,d_age_i,gen,d_edu_c_o,d_marital_c_u,d_chdn_i,e_ever_worked_c_u,e_ever_cared_c_u,e_ever_contact_c_u,e_do_care_c_o,e_contact_type_c_o,e_aerosol_c_o,i_n95_c_o,i_mask_c_o,i_hand_hyg_c_o,i_gown_c_o,i_apron_c_o,i_full_suit_c_o,i_gloves_c_o,i_eye_protect_c_o,i_sing_use_eqps_c_o,s_can_followc_o,s_can_protect_c_0,s_is_proected,s_is_straining_c_o,s_will_use_c_o,s_proto_exists_c_o,s_can_access_ppe_c_o,s_has_iso_fac,s_know_cont_c_o,s_get_supp_c_o,s_coll_follow_c_o,s_expected_i_fllw_c_o,s_enco_supp_c_o,s_risk_concd_c_o,s_fam_concd_c_o,s_is_afraid_c_o,s_accept_c_o,s_my_ctrl_c_o,f_cmpt_c_o,f_hnst_c_o,f_best_int_c_o,s_cont_mge_c_o,s_ipc_skill_c_o,s_received_training,s_can_don_c_o,Country
151,25,2,1,1,0,0,0,0,0,,,,,,,,,,,,1,1,1,-1,1,1,1,-1,1,0,1,1,1,2,2,1,1,1,0,1,1,-1,-1,-1,-1,Ghana
152,25,2,1,1,0,0,0,0,0,,,,,,,,,,,,1,2,2,1,2,1,-1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,2,2,Ghana
153,25,2,1,1,0,0,0,0,0,,,,,,,,,,,,2,2,1,-1,2,1,1,2,1,1,2,2,2,1,1,-1,2,1,1,2,2,1,2,1,2,Ghana
154,25,2,1,1,0,0,0,0,0,,,,,,,,,,,,2,2,2,-2,2,0,0,-1,0,0,2,2,1,2,2,-1,1,1,-1,0,0,1,-2,-2,0,Ghana
155,25,2,1,1,0,0,0,2,0,,,,,,,,,,,,1,1,1,1,2,2,0,-1,0,0,1,2,1,1,1,0,1,-2,0,1,0,0,1,1,0,Ghana
156,25,2,1,1,0,0,0,1,0,,,,,,,,,,,,0,1,2,1,2,2,0,2,-1,0,0,2,-2,2,2,0,0,2,2,1,2,1,0,1,1,Ghana
157,25,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,0,2,-2,2,0,-2,-1,-1,-2,2,2,2,1,2,1,2,1,-1,-2,-1,1,0,-1,0,Ghana
158,25,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,1,1,0,2,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,0,1,Ghana
159,25,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,1,1,1,1,1,-1,-1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,Ghana
160,25,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,-1,2,1,1,2,2,2,1,1,2,Ghana
161,25,2,1,1,0,0,0,1,0,,,,,,,,,,,,1,2,2,-2,2,2,2,1,2,1,2,2,2,1,1,0,1,-1,-1,0,2,0,2,0,-1,Ghana
162,25,2,1,1,0,0,0,1,0,,,,,,,,,,,,2,2,2,0,2,1,-1,-2,-2,-2,1,1,1,-1,1,1,1,-1,-1,1,1,0,-1,-1,2,Ghana
163,25,2,1,1,0,0,0,1,0,,,,,,,,,,,,2,2,2,0,2,1,1,1,1,1,1,2,2,2,2,1,2,-1,1,1,1,1,1,1,1,Ghana
164,25,2,1,1,0,0,0,1,0,,,,,,,,,,,,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,Ghana
165,25,2,1,1,0,0,0,1,2,,,,,,,,,,,,1,2,2,0,2,2,-2,1,0,0,2,2,2,2,2,0,2,1,2,2,2,2,0,1,1,Ghana
166,25,2,1,1,0,0,0,1,1,2,0,,,,,,,,,,0,1,2,2,2,0,-1,1,1,1,2,2,2,2,2,0,2,2,1,0,0,1,1,2,0,Ghana
167,25,2,1,1,0,0,0,1,1,2,0,,,,,,,,,,-1,2,2,1,2,1,-1,2,1,-1,1,2,2,2,2,1,1,2,-1,-1,-1,-2,1,-1,-1,Ghana
168,25,2,1,1,0,0,0,1,1,2,0,,,,,,,,,,1,1,1,-1,2,0,1,2,2,0,2,1,1,2,2,0,2,1,0,2,1,0,2,2,2,Ghana
169,25,2,1,1,0,0,0,1,1,2,0,,,,,,,,,,1,2,1,-1,2,1,2,-1,1,0,2,1,1,1,1,-2,1,1,-1,1,1,1,1,1,1,Ghana
170,25,2,1,1,0,0,0,1,1,2,0,,,,,,,,,,-2,0,1,0,2,2,-1,-2,0,-2,2,2,2,1,1,-2,2,2,-2,-2,-2,1,-2,-2,-2,Ghana
171,25,2,1,1,0,0,0,1,1,3,,,,,,,,,,,1,1,1,0,2,1,1,1,1,0,2,2,2,2,2,1,2,-2,1,1,1,1,1,1,0,Ghana
172,25,2,1,1,0,0,0,1,1,3,,,,,,,,,,,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,0,1,1,1,1,-2,-2,1,Ghana
173,25,2,1,1,0,0,2,0,0,,,,,,,,,,,,2,2,2,0,2,1,1,1,1,1,2,2,1,2,2,1,1,0,0,1,1,1,2,2,1,Ghana
174,25,2,1,1,0,0,2,1,2,,,,,,,,,,,,2,2,2,2,2,2,-1,2,2,0,2,2,2,2,2,2,2,2,-1,-1,-1,-1,2,1,1,Ghana
175,25,2,1,1,0,0,1,1,1,1,,,,,,,,,,,2,2,0,-1,1,2,2,1,2,-2,2,2,2,2,2,1,2,-2,0,1,2,-1,2,2,1,Ghana
176,25,2,1,1,0,2,2,1,1,1,,,,,,,,,,,2,1,1,-2,1,1,1,1,1,2,2,2,2,1,1,-1,2,2,2,2,2,2,2,2,2,Ghana
177,25,2,1,1,0,2,1,1,1,3,,,,,,,,,,,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Ghana
178,25,2,1,1,0,1,0,1,1,3,,,,,,,,,,,2,-1,1,1,2,-1,-2,-1,-2,-2,-2,2,-1,2,2,1,2,-1,-1,-2,-2,-2,-1,-2,2,Ghana
179,25,2,1,1,0,1,1,1,1,3,,,,,,,,,,,2,1,1,-1,2,1,1,2,2,2,1,2,1,2,2,-2,2,1,1,1,1,1,2,2,2,Ghana
180,25,2,1,1,1,0,0,1,0,,,,,,,,,,,,2,2,2,0,2,1,2,2,1,-1,1,2,1,1,1,0,1,1,1,1,1,2,2,2,2,Ghana
181,25,2,1,1,1,0,0,1,0,,,,,,,,,,,,2,2,2,-1,2,2,2,-2,2,1,2,2,2,2,2,-1,2,2,1,1,1,1,2,2,2,Ghana
182,25,2,1,1,1,0,1,1,1,2,0,,,,,,,,,,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,1,1,1,0,2,2,-2,1,1,1,Ghana
183,25,2,1,1,1,0,1,1,1,2,0,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,1,2,-2,-1,1,2,1,1,2,2,2,2,Ghana
184,25,2,1,1,1,1,0,0,0,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,-1,2,0,1,1,1,1,1,1,1,Ghana
185,25,2,1,1,1,0,0,0,0,,,,,,,,,,,,-2,2,2,1,2,1,1,1,1,0,1,2,1,1,2,1,2,0,1,1,1,1,1,1,-1,Ghana
186,25,2,1,1,1,0,0,1,0,,,,,,,,,,,,2,2,2,1,2,1,-2,1,-2,0,-1,2,1,2,2,1,1,1,-1,-1,-2,-1,2,2,2,Ghana
187,25,2,1,1,1,0,2,1,1,3,,,,,,,,,,,-2,-2,-2,0,-2,-2,0,-2,-2,-1,-1,-2,-1,-1,-2,1,-2,0,-2,-2,-2,-2,-2,-2,-2,Ghana
188,25,2,1,1,1,0,1,1,1,1,,,,,,,,,,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,0,2,1,1,2,2,2,1,Ghana
189,25,2,1,1,1,1,1,1,1,2,1,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,2,1,2,1,2,Ghana
190,25,2,1,1,1,1,1,1,1,3,,,,,,,,,,,0,0,0,0,0,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ghana
191,25,2,1,1,2,0,2,1,1,3,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,-1,2,2,-2,2,2,-2,2,2,2,Ghana
192,25,2,1,1,3,2,1,1,1,1,,,,,,,,,,,2,2,2,1,2,2,1,-2,2,0,2,2,2,-2,-2,2,2,0,-1,1,1,-1,2,1,1,Ghana
193,25,2,1,2,0,0,0,0,0,,,,,,,,,,,,2,2,0,0,2,2,2,0,2,0,2,2,0,2,2,1,1,-1,0,1,2,0,0,0,2,Ghana
194,25,2,1,2,0,0,0,1,1,2,0,,,,,,,,,,2,1,2,-2,2,2,0,0,-1,0,0,2,2,2,2,0,1,-1,-2,2,1,-2,2,1,1,Ghana
195,25,2,1,2,0,0,0,1,1,2,1,,,,,,,,,,0,1,1,-1,0,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,0,0,0,-1,1,1,0,Ghana
196,25,2,1,2,0,0,0,1,1,1,,,,,,,,,,,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,-1,1,1,2,2,2,1,2,2,1,Ghana
197,25,2,1,2,1,0,0,1,0,,,,,,,,,,,,1,0,0,-2,2,1,-2,2,-1,-1,1,2,1,1,1,1,0,0,-1,-1,-1,0,-2,-2,1,Ghana
198,25,2,1,2,1,0,0,1,0,,,,,,,,,,,,1,1,1,1,2,1,-1,2,1,2,1,2,1,2,2,1,1,1,1,0,1,1,1,0,1,Ghana
199,25,2,1,2,1,0,0,1,0,,,,,,,,,,,,1,2,2,-1,2,-1,-2,-2,-1,1,1,2,1,2,2,0,1,0,0,0,0,-1,-2,-2,-1,Ghana
200,25,2,1,0,0,0,0,1,0,,,,,,,,,,,,2,2,2,-2,2,1,-2,-2,-2,-2,2,2,2,2,2,1,1,2,-2,-1,-1,-1,-2,-2,1,Ghana
201,25,2,1,0,0,0,0,1,1,1,,,,,,,,,,,0,2,2,0,2,1,1,2,2,0,1,2,2,1,2,1,1,2,2,2,2,2,-2,0,1,Ghana
202,25,2,1,0,0,0,0,1,1,1,,,,,,,,,,,2,1,0,-1,2,0,-1,2,-1,0,1,2,2,2,2,-1,1,0,1,0,0,1,1,2,1,Ghana
203,25,2,1,0,0,1,0,2,0,,,,,,,,,,,,-1,0,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,Ghana
204,25,2,1,0,1,0,0,1,1,2,0,,,,,,,,,,2,2,2,-2,2,2,-1,1,2,0,1,2,2,2,2,2,2,2,1,1,1,-2,2,2,2,Ghana
205,25,2,1,0,2,0,0,1,1,3,,,,,,,,,,,2,2,1,2,2,1,2,-2,-2,-2,1,2,1,1,2,2,2,-1,1,1,0,1,1,0,1,Ghana
206,25,2,1,0,3,1,1,1,1,1,,,,,,,,,,,1,1,1,0,2,2,0,0,1,1,1,1,1,2,2,0,1,1,0,0,0,0,1,1,0,Ghana
207,25,2,2,1,0,0,0,1,2,,,,,,,,,,,,1,0,0,-1,2,1,1,2,2,0,0,1,1,1,1,0,1,-1,0,0,0,1,1,1,1,Ghana
208,25,1,0,0,0,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Ghana
209,25,1,0,0,1,1,1,1,0,,,,,,,,,,,,1,1,1,1,2,2,1,1,-2,-1,1,2,2,1,1,-1,1,-1,-1,1,1,-1,1,1,1,Ghana
210,25,1,0,1,0,0,0,0,0,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,Ghana
211,25,1,0,1,0,0,0,1,0,,,,,,,,,,,,2,2,2,-1,2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,2,-2,2,1,2,2,1,1,-1,1,Ghana
212,25,1,0,1,0,0,1,0,0,,,,,,,,,,,,1,2,2,0,2,0,1,2,1,0,0,2,1,2,-1,1,2,2,0,-1,1,0,-1,0,2,Ghana
213,25,1,0,1,0,0,1,1,1,1,,,,,,,,,,,2,2,2,1,2,1,-2,2,2,0,1,2,1,2,2,1,2,1,1,1,1,1,2,-1,1,Ghana
214,25,1,0,1,0,0,1,1,1,3,,,,,,,,,,,2,2,0,1,2,1,1,1,2,2,2,1,1,1,0,0,2,2,2,1,2,2,1,1,1,Ghana
215,25,1,0,1,0,1,1,1,0,,,,,,,,,,,,0,0,0,1,1,1,1,1,1,0,0,1,0,2,2,1,2,1,0,0,0,1,0,0,0,Ghana
216,25,1,0,1,1,0,2,0,0,,,,,,,,,,,,2,2,2,0,2,1,1,-2,0,-2,2,2,0,1,1,0,0,1,0,0,1,1,0,-2,2,Ghana
217,25,1,0,1,1,0,0,1,0,,,,,,,,,,,,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,-2,2,2,1,1,1,1,2,1,-2,Ghana
218,25,1,0,1,2,0,1,1,1,2,0,,,,,,,,,,1,2,2,-2,2,2,1,2,2,1,1,2,2,2,2,-2,2,2,1,2,2,1,1,1,-1,Ghana
219,25,1,0,1,3,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,2,2,2,Ghana
220,25,1,0,2,1,0,0,1,0,,,,,,,,,,,,2,2,0,-2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,-1,1,-1,-2,1,1,2,Ghana
221,25,1,0,0,0,0,0,1,0,,,,,,,,,,,,-2,-1,2,2,2,-1,2,2,2,2,1,2,1,2,2,2,-2,0,-1,0,-1,-1,-1,-1,-2,Ghana
222,25,1,0,0,0,0,0,1,2,,,,,,,,,,,,-1,2,1,0,1,0,-2,1,-2,0,0,1,-1,2,2,1,1,-2,-1,0,-2,-2,0,-2,-1,Ghana
223,25,1,0,0,1,0,2,2,2,,,,,,,,,,,,2,2,1,1,2,2,0,0,0,0,2,2,2,2,2,1,1,0,0,1,2,-1,1,0,2,Ghana
224,25,1,1,1,0,0,0,0,0,,,,,,,,,,,,2,1,2,0,2,1,2,0,1,0,1,2,2,1,1,-2,2,1,1,2,2,0,1,0,1,Ghana
225,25,1,1,1,0,0,0,0,0,,,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2,2,2,2,Ghana
226,25,1,1,1,0,0,0,0,1,3,,,,,,,,,,,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,-1,1,2,1,1,2,1,1,1,1,Ghana
227,25,1,1,1,0,0,0,1,0,,,,,,,,,,,,1,2,2,0,2,2,1,1,0,0,1,1,1,2,2,1,2,2,1,1,1,1,0,0,0,Ghana
228,25,1,1,1,0,0,0,1,0,,,,,,,,,,,,1,2,2,-1,2,0,2,2,1,1,1,2,2,1,1,0,0,1,0,0,-1,1,-1,-1,-2,Ghana
229,25,1,1,1,0,0,0,1,0,,,,,,,,,,,,2,2,2,1,2,2,-1,0,0,-1,2,2,2,2,2,2,2,1,-2,-1,0,-2,1,0,0,Ghana
230,25,1,1,1,0,0,0,1,1,2,1,,,,,,,,,,2,2,2,1,2,2,0,1,-1,0,2,2,0,1,2,-1,2,1,2,2,2,2,1,1,0,Ghana
231,25,1,1,1,0,0,0,1,1,1,,,,,,,,,,,1,1,1,-1,2,1,-1,2,0,1,2,2,1,2,2,0,2,2,2,2,2,2,2,2,1,Ghana
232,25,1,1,1,0,0,0,1,1,3,,,,,,,,,,,0,0,1,1,2,1,-2,-1,-2,-2,2,2,2,2,2,2,2,1,-1,-2,0,0,-1,-2,-1,Ghana
233,25,1,1,1,0,0,0,1,1,3,,,,,,,,,,,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,-2,2,1,1,2,2,1,1,1,1,Ghana
234,25,1,1,1,0,0,2,1,1,2,0,,,,,,,,,,0,2,2,1,2,1,-1,2,0,1,1,2,1,2,1,1,1,0,1,0,2,1,1,1,0,Ghana
235,25,1,1,1,0,0,1,0,0,,,,,,,,,,,,0,-1,1,0,0,0,0,0,0,-1,1,1,1,1,1,-1,-1,-1,1,1,1,0,0,0,0,Ghana
236,25,1,1,1,0,0,1,1,0,,,,,,,,,,,,1,1,2,2,2,-2,2,2,-2,2,2,2,-1,1,1,1,1,-2,2,-2,1,-1,1,-2,1,Ghana
237,25,1,1,1,0,0,1,1,0,,,,,,,,,,,,1,2,1,2,1,2,-2,2,0,1,-1,2,-1,2,2,2,0,-2,1,-1,-2,0,2,1,2,Ghana
238,25,1,1,1,0,2,2,0,1,3,,,,,,,,,,,0,1,1,0,1,0,-2,1,-2,0,-1,1,0,1,0,0,1,0,-2,-2,-2,-1,0,0,0,Ghana
239,25,1,1,1,0,1,0,1,0,,,,,,,,,,,,0,1,1,1,2,1,-1,-1,0,-2,1,2,0,1,1,-1,1,1,-2,-1,-1,-1,1,-1,-2,Ghana
240,25,1,1,1,0,1,0,1,0,,,,,,,,,,,,1,2,2,2,2,1,-2,2,-2,0,0,2,2,2,2,-2,-1,0,-1,-1,0,2,0,-2,0,Ghana
241,25,1,1,1,0,1,0,1,0,,,,,,,,,,,,2,1,1,0,2,2,2,2,2,0,2,2,2,1,2,-1,2,1,1,2,2,1,2,2,2,Ghana
242,25,1,1,1,0,1,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,Ghana
243,25,1,1,1,0,1,0,1,1,2,0,,,,,,,,,,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,1,2,1,1,0,1,2,2,2,Ghana
244,25,1,1,1,0,1,1,1,1,1,,,,,,,,,,,2,2,2,2,2,2,0,-2,2,2,2,2,2,2,2,-2,-2,2,-2,2,2,-2,1,1,2,Ghana
245,25,1,1,1,1,0,0,1,0,,,,,,,,,,,,-1,1,2,1,1,1,1,-1,1,-1,1,1,2,2,2,1,1,0,-1,-1,1,1,1,1,1,Ghana
246,25,1,1,1,1,0,0,1,1,3,,,,,,,,,,,0,2,2,2,2,2,-1,-2,1,2,2,2,2,2,2,-1,2,-1,-1,2,2,-2,2,2,1,Ghana
247,25,1,1,1,3,2,1,1,0,,,,,,,,,,,,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,-1,2,2,2,2,2,2,2,-1,0,Ghana
248,25,1,1,2,1,0,0,0,0,,,,,,,,,,,,-1,2,2,-1,2,1,-1,-1,-1,1,1,2,1,2,2,2,2,1,1,1,1,-1,1,1,-1,Ghana
249,25,1,1,2,1,0,0,1,0,,,,,,,,,,,,2,1,1,-1,2,1,1,1,2,-2,1,2,2,2,2,-1,2,2,-2,1,1,-2,2,2,2,Ghana
250,25,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghana
251,25,1,1,0,0,0,0,0,0,,,,,,,,,,,,2,2,2,1,1,2,2,-2,2,1,2,2,2,2,2,1,2,2,-1,0,0,-2,2,2,-2,Ghana
252,25,1,1,0,0,0,0,1,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,-1,2,2,1,2,1,2,2,Ghana
253,25,1,1,0,0,0,0,1,0,,,,,,,,,,,,2,2,2,-2,2,1,-2,-1,-2,-2,1,2,2,2,2,2,2,2,-1,-1,-2,-2,-2,-2,1,Ghana
254,25,1,1,0,0,0,0,1,1,2,0,,,,,,,,,,-2,2,1,0,2,2,2,2,2,2,2,2,2,1,2,-2,2,1,2,2,2,-2,-2,-1,0,Ghana
255,25,1,1,0,0,2,1,0,0,,,,,,,,,,,,-2,-2,-1,0,0,0,-1,-1,0,-2,-1,-1,-2,-2,-2,-2,-1,-1,-2,-2,-1,-1,-1,-2,-2,Ghana
256,25,,0,0,0,0,0,1,0,,,,,,,,,,,,2,1,1,-1,2,1,1,,1,2,2,2,1,2,2,-1,2,2,2,1,1,1,1,1,-2,Ghana
257,25,,0,0,0,0,0,1,0,,,,,,,,,,,,2,2,2,-2,2,2,2,2,2,2,2,2,2,2,2,-2,2,2,2,2,2,2,1,1,1,Ghana
258,25,,0,0,1,2,0,1,1,2,0,,,,,,,,,,0,1,2,-2,2,2,1,1,2,-1,2,2,2,2,2,0,2,0,0,0,0,0,-1,-1,1,Ghana
259,25,,0,0,2,0,0,1,0,,,,,,,,,,,,2,2,1,-2,2,2,1,2,2,2,2,2,1,1,2,-2,2,2,2,2,2,2,1,1,1,Ghana
260,25,,0,1,0,0,0,0,0,,,,,,,,,,,,-1,0,-1,-1,-1,-2,0,-1,0,0,0,1,1,1,1,1,1,1,1,0,2,-1,-1,-1,-1,Ghana
261,25,,0,1,0,0,0,0,0,,,,,,,,,,,,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,Ghana
262,25,,0,1,0,0,0,0,1,3,,,,,,,,,,,1,0,0,0,1,0,1,-1,0,0,1,1,2,2,-1,1,,0,0,0,1,1,1,0,0,Ghana
263,25,,0,1,0,0,0,0,1,3,,,,,,,,,,,1,0,0,0,1,0,1,-1,0,0,1,1,2,2,-1,1,0,0,0,0,1,1,1,0,0,Ghana
264,25,,0,1,0,0,0,0,1,3,,,,,,,,,,,1,0,0,0,1,0,1,-1,0,0,1,1,2,2,-1,1,2,0,0,0,1,1,1,0,0,Ghana
265,25,,0,1,0,0,0,1,0,,,,,,,,,,,,2,2,1,-2,2,2,-2,2,2,1,1,2,1,2,2,1,2,-2,1,-1,1,1,1,1,2,Ghana
266,25,,0,1,0,0,0,1,1,2,0,,,,,,,,,,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,2,1,2,2,0,1,1,1,Ghana
267,25,,0,1,0,0,1,1,0,,,,,,,,,,,,1,2,1,1,2,2,-1,2,2,-1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,Ghana
268,25,,0,1,0,0,1,1,1,2,1,,,,,,,,,,2,-1,-1,-1,-1,1,1,2,1,1,2,2,2,2,2,-2,2,2,2,2,2,2,-1,-1,-1,Ghana
269,25,,0,1,0,1,0,1,1,3,,,,,,,,,,,1,1,1,1,1,-1,0,1,0,-2,-2,1,1,0,0,0,0,0,-2,-2,-2,0,1,-2,0,Ghana
270,25,,0,1,1,1,0,1,0,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,-1,-2,1,1,Ghana
271,25,,0,1,1,0,1,1,0,,,,,,,,,,,,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,-2,1,2,2,2,2,2,2,2,1,Ghana
272,25,,0,1,2,1,1,1,1,1,,,,,,,,,,,-2,-2,-1,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,Ghana
273,25,,0,1,,0,0,1,1,1,,,,,,,,,,,2,2,1,-1,2,2,2,2,2,1,2,2,2,1,1,-1,2,1,1,2,2,2,1,2,0,Ghana
274,25,,0,2,0,0,0,0,0,,,,,,,,,,,,2,2,2,-2,2,,,,2,,,2,,2,2,2,2,2,,,,,,,,Ghana
275,25,,0,2,0,0,0,1,0,,,,,,,,,,,,2,2,1,1,2,2,-1,2,1,0,2,2,-1,-2,0,-2,-2,-2,-2,0,0,-1,-2,-2,-2,Ghana
276,25,,0,2,1,0,0,0,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,Ghana
277,25,,0,2,1,0,0,1,2,,,,,,,,,,,,2,1,,,2,,-1,1,1,1,2,,,2,2,2,1,1,1,1,-1,-2,-1,-2,2,Ghana
278,25,,0,2,2,0,0,1,0,,,,,,,,,,,,2,1,2,1,2,2,2,2,1,-1,2,2,2,2,2,-1,2,2,2,2,2,2,2,1,2,Ghana
279,25,,1,1,0,0,0,1,0,,,,,,,,,,,,2,2,2,0,2,2,0,-2,1,-2,2,2,0,1,1,0,2,2,0,1,1,-1,1,1,2,Ghana
280,25,,1,1,0,0,0,1,0,,,,,,,,,,,,2,2,2,0,2,2,2,-1,2,1,2,2,2,2,2,0,2,2,1,2,2,1,1,1,1,Ghana
281,25,,1,1,0,1,0,1,0,,,,,,,,,,,,-1,-2,-2,-1,-2,-1,-1,-2,-2,-1,-1,-1,-2,-2,-1,-2,-1,-2,0,-1,-2,-1,-1,-1,0,Ghana
282,25,,1,1,0,1,0,1,0,,,,,,,,,,,,2,1,1,0,2,2,2,2,2,0,2,2,2,1,2,-1,2,1,1,2,2,1,2,2,2,Ghana
283,25,,1,1,1,0,0,2,0,,,,,,,,,,,,0,1,0,0,2,0,-1,0,0,0,1,2,2,2,2,0,0,-2,0,0,0,0,-1,-1,0,Ghana
284,25,,1,1,1,0,0,1,1,2,0,,,,,,,,,,1,1,0,2,2,0,-1,0,1,-1,1,1,1,2,2,-1,1,1,0,0,0,-1,-1,0,0,Ghana
285,25,,1,1,2,0,0,0,0,,,,,,,,,,,,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,-2,-2,-2,-2,-2,1,-2,0,Ghana
286,25,,1,1,2,0,1,1,1,3,,,,,,,,,,,2,2,2,1,2,2,-1,2,-1,2,1,2,2,2,2,0,2,1,1,1,2,1,2,2,2,Ghana
287,25,,1,1,2,1,2,1,0,,,,,,,,,,,,2,2,2,-2,2,2,1,2,,0,2,2,2,2,2,0,1,-1,2,2,1,1,0,0,2,Ghana
288,25,,1,0,0,0,0,1,0,,,,,,,,,,,,2,2,2,-2,2,1,-2,-1,-2,-2,1,2,2,2,2,2,2,2,-1,-1,-2,-2,-2,-2,1,Ghana
289,26,2,0,1,0,1,1,0,1,3,,,,,,,,,,,2,2,2,2,2,2,-1,2,-2,2,1,2,1,2,2,-1,2,2,2,1,1,2,2,1,1,Ghana
290,26,2,0,1,0,0,0,0,0,,,,,,,,,,,,2,2,-1,1,2,2,2,-2,2,1,2,2,2,2,2,2,2,1,-2,1,1,-1,2,1,1,Ghana
291,26,2,0,1,0,0,0,0,0,,,,,,,,,,,,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,Ghana
292,26,2,0,1,0,0,0,1,0,,,,,,,,,,,,2,1,1,1,1,2,-1,1,-1,1,1,1,1,2,2,-1,0,1,0,-1,1,1,1,1,1,Ghana
293,26,2,0,1,0,0,0,1,0,,,,,,,,,,,,2,2,2,1,2,-2,2,-2,-2,-2,,,,,,,,,,,,-2,2,1,2,Ghana
294,26,2,0,1,0,0,0,1,1,3,,,,,,,,,,,2,2,2,-2,2,2,1,2,2,2,2,2,2,2,2,-1,1,1,1,1,2,1,2,2,2,Ghana
295,26,2,0,1,0,0,1,1,0,,,,,,,,,,,,1,2,2,-2,2,1,-1,1,1,0,2,2,2,1,2,-1,2,2,1,-1,0,1,-2,-2,1,Ghana
296,26,2,0,1,0,1,0,0,0,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,2,2,2,1,2,2,2,Ghana
297,26,2,0,1,0,1,1,0,0,,,,,,,,,,,,1,1,1,1,2,1,1,0,2,1,1,2,2,1,1,0,2,2,1,1,1,0,-1,-1,1,Ghana
298,26,2,0,1,1,1,1,1,0,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,1,2,1,1,1,Ghana
299,26,2,0,1,2,0,0,1,1,1,,,,,,,,,,,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,-1,1,2,1,2,2,1,1,2,0,Ghana
300,26,2,0,2,0,0,0,0,0,,,,,,,,,,,,2,1,2,2,2,-1,-2,-2,2,1,2,2,2,2,2,-1,2,2,-2,2,2,1,2,-1,-1,Ghana
